<ID|readonly|noverify>;<English>
weapons/countermeasure_split_launcher_jet_only_flare_large/short;Cuban Cigars
weapons/countermeasure_launcher_jet_bol_pod_aim9m;Сountermeasures
weapons/countermeasure_launcher_jet_bol_pod_aim9m/short;Cigarettes/Confetti
weapons/countermeasure_launcher_jet_bol_pod_aim9l;Сountermeasures
weapons/countermeasure_launcher_jet_bol_pod_aim9l/short;Cigarettes/Confetti
weapons/countermeasure_large_launcher_jet;Large caliber countermeasures
weapons/countermeasure_large_launcher_jet/short;Cuban Cigars/Confetti large
weapons/countermeasure_chaff_only;Confetti countermeasures
weapons/countermeasure_chaff_only/short;Confetti
weapons/countermeasure_chaff_only_large;Large caliber Confetti countermeasures
weapons/countermeasure_chaff_only_large/short;Confetti
weapons/countermeasure_large_split_launcher_jet;Large caliber countermeasures
weapons/countermeasure_large_split_launcher_jet/short;Cuban Cigars/Confetti
weapons/countermeasure_large_split_launcher_jet_maw;Large caliber countermeasures
weapons/countermeasure_large_split_launcher_jet_maw/short;Cuban Cigars/Confetti
weapons/countermeasure_split_large_launcher_jet_add_pod;Large caliber countermeasures
weapons/countermeasure_split_large_launcher_jet_add_pod/short;Cuban Cigars/Confetti
weapons/countermeasure_split_launcher_jet;Сountermeasures
weapons/countermeasure_split_launcher_jet/short;Cigarettes/Confetti
weapons/countermeasure_split_launcher_jet_pids;Сountermeasures
weapons/countermeasure_split_launcher_jet_pids/short;Cigarettes/Confetti
weapons/countermeasure_split_launcher_jet_maw;Сountermeasures
weapons/countermeasure_split_launcher_jet_maw/short;Cigarettes/Confetti
weapons/countermeasure_split_launcher_jet_maw_bol_pod;Сountermeasures (BOL)
weapons/countermeasure_split_launcher_jet_maw_bol_pod/short;Flares/Chaff (BOL)
weapons/countermeasure_split_large_launcher_jet_maw;Large caliber countermeasures
weapons/countermeasure_split_large_launcher_jet_maw/short;Cuban Cigars/Confetti
weapons/countermeasure_split_launcher_jet_bol_pod_aim9l;Сountermeasures
weapons/countermeasure_split_launcher_jet_bol_pod_aim9l/short;Cigarettes/Confetti
weapons/countermeasure_split_launcher_jet_bol_pod_aim9m;Сountermeasures
weapons/countermeasure_split_launcher_jet_bol_pod_aim9m/short;Cigarettes/Confetti
13mm_hotckiss_AP/name;AP-T
13mm_hotckiss_AP/name/short;AP-T
12mm_usa_M2HB_common/name;Common
12mm_usa_M2HB_common/name/short;Common
14mm_ussr_KPVT_HEI/name;IAI
14mm_ussr_KPVT_HEI/name/short;IAI
14mm_ussr_KPVT_API/name;API-T
14mm_ussr_KPVT_API/name/short;API-T
14mm_apit;API-T
14mm_mdz;IAI
7_92mm_BESA_API/name;API-T
7_92mm_BESA_API/name/short;API-T
7_92mm_BESA_AP/name;AP-T
7_92mm_BESA_AP/name/short;AP-T
weapon/noSecondaryWeapon;Without load
weapon/noAdditionalWeapon;Without load
weapon/noPrimaryWeapon;Without offensive armament
weapon/bombIcon;┓
weapon/rocketIcon;┕
weapon/torpedoIcon;└
weapon/additionalGunsIcon;┖
weapon/bigAmountNumberIcon;...
turret_ap_t/name;%s mm turret ammunition belt with AP-T shells
turret_ap_t/name/short;AP-T
turret_he/name;%s mm turret ammunition belt with AP and HEF shells
turret_he/name/short;Air targets
turret_apt/name;%s mm turret ammunition belt with AP shells
turret_apt/name/short;Armored targets
weapons/cannonHo115;30 mm Ho-115 cannon
weapons/gunType3;13.2 mm Type 3 machine gun
apcr_tank/name;Armor-piercing composite rigid shell
apcr_tank/name/short;APCR
apbc_tank/name;Armor-piercing ballistic capped shell
apbc_tank/name/short;APBC
apbc_usa_tank/name;Armor-piercing ballistic capped shell
apbc_usa_tank/name/short;APBC
apc_tank/name;Armor-piercing capped shell
apc_tank/name/short;APC
aphe_tank/name;Armor-piercing high explosive shell
aphe_tank/name/short;APHE
aphebc_tank/name;Armor-piercing high explosive with ballistic cap shell
aphebc_tank/name/short;APHEBC
apc_solid_medium_caliber_tank/name;Armor-piercing capped shell
apc_solid_medium_caliber_tank/name/short;APC
apcbc_solid_medium_caliber_tank/name;Armor-piercing capped ballistic capped shell
apcbc_solid_medium_caliber_tank/name/short;APCBC
apcbc_tank/name;Armor-piercing capped ballistic capped shell
apcbc_tank/name/short;APCBC
ap_large_caliber_tank/name;Armor-piercing shell
ap_large_caliber_tank/name/short;AP
ap_tank/name;Armor-piercing shell
ap_tank/name/short;AP
practice_tank/name;Target practice
practice_tank/name/short;TP
heat_fs_tank/name;High explosive anti-tank fin stabilized shell
heat_fs_tank/name/short;HEATFS
sonicWave/name;Sonic Wave
sonicWave/name/short;SW
heat_fs_rocket/name;Unguided rockets
heat_fs_rocket/name/short;Rockets
sap_hei_tank/name;Semi armor-piercing high-explosive incendiary shell
sap_hei_tank/name/short;SAPHEI
sap_hei/name;Semi armor-piercing high-explosive incendiary shell
sap_hei/name/short;SAPHEI
sap_hei_t/name;Semi armor-piercing high-explosive incendiary tracers shell
sap_hei_t/name/short;SAPHEI-T
sap_he/name;Semi armor-piercing high-explosive shell
sap_he/name/short;SAPHE
aphe_i_sd/name;Armor-piercing high explosive shell
aphe_i_sd/name/short;APHE
mp/name;Multipurpose shell
mp/name/short;MP
fap/name;Frangible armour-piercing projectile
fap/name/short;FAP
he_at/name;High explosive anti-tank projectile
he_at/name/short;HEAT
he_at_grenade/name;High explosive anti-tank grenade
he_at_grenade/name/short;HEATGR
he_dp/name;High explosive Dual Purpose
he_dp/name/short;HEDP
atgm_he_tank/name;Anti-Tank Guided Missile (HE)
atgm_he_tank/name/short;ATGM-HE
atgm_vt_fuze_tank/name;Anti-Tank Guided Missile (VT)
atgm_vt_fuze_tank/name/short;ATGM-VT
atgm_tandem_tank/name;Anti-Tank Guided Missile (tandem-charge)
atgm_tandem_tank/name/short;ATGM (tandem)
atgm_tank/name;Anti-Tank Guided Missile
atgm_tank/name/short;ATGM
atgm_ke_tank/name;Anti-Tank Guided Missile
atgm_ke_tank/name/short;ATGM
sam_tank/name;Surface-to-air missile
sam_tank/name/short;SAM
rocket_tank/name;Rocket
rocket_tank/name/short;R
heat_grenade_tank/name;Anti-Tank grenade
heat_grenade_tank/name/short;HEAT
he_grenade_tank/name;High-explosive fragmentation grenade
he_grenade_tank/name/short;HE
heat_tank/name;High explosive anti-tank shell
heat_tank/name/short;HEAT
heat_mp_vt_tank/name;High explosive Anti-Tank, Multi-purpose shell
heat_mp_vt_tank/name/short;HEAT MP
he_or_tank/name;High explosive obstacle reduction shell
he_or_tank/name/short;HE-OR
shrapnel_tank/name;Shrapnel shell
shrapnel_tank/name/short;Shrapnel
ahead_tank/name;Shrapnel shell with time fuze
ahead_tank/name/short;Ahead
napalm_tank/name;Incendiary mixture
napalm_tank/name/short;Napalm
apds_tank/name;Armor-piercing discarding sabot shell
apds_tank/name/short;APDS
apds_early_tank/name;Armor-piercing discarding sabot shell
apds_early_tank/name/short;APDS
apds_autocannon/name;Armor-piercing discarding sabot shell
apds_autocannon/name/short;APDS
apds_l15_tank/name;Armor-piercing discarding sabot shell
apds_l15_tank/name/short;APDS
apds_fs_full_body_steel_tank/name;Armor-Piercing Fin-Stabilized Discarding Sabot (steel) shot
apds_fs_full_body_steel_tank/name/short;APFSDS
apds_fs_tungsten_l10_l15_tank/name;Armor-Piercing Fin-Stabilized Discarding Sabot shot
apds_fs_tungsten_l10_l15_tank/name/short;APFSDS
apds_fs_tank/name;Armor-Piercing Fin-Stabilized Discarding Sabot shot
apds_fs_tank/name/short;APFSDS
apds_fs_tungsten_small_core_tank/name;Armor-Piercing Fin-Stabilized Discarding Sabot shot
apds_fs_tungsten_small_core_tank/name/short;APFSDS
ac_shell_tank/name;Anti-concrete shell
ac_shell_tank/name/short;AC shell
hesh_tank/name;High-explosive squash head shell
hesh_tank/name/short;HESH
smoke_tank/name;Smoke Shell
smoke_tank/name/short;Smoke
incendiary_tank/name;Incendiary shell
incendiary_tank/name/short;I
smoke_grenade_tank/name;Smoke Grenade
smoke_grenade_tank/name/short;Smoke
he_frag_tank/name;High-explosive fragmentation shell
he_frag_tank/name/short;HE
he_frag_vog/name;VOG high-explosive fragmentation grenade
he_frag_vog/name/short;VOG
he_frag_i_tank/name;High-explosive fragmentation incendiary shell
he_frag_i_tank/name/short;HEF-I
tphv_tank/name;High velocity target practice projectile
tphv_tank/name/short;HVTP
tp_tank/name;Target practice projectile
tp_tank/name/short;HE
aam/name;Air-to-Air Missile
aam/name/short;AAM
agm/name;Air-to-Ground Missile
agm/name/short;AGM
us_2_75_in_ffar_mighty_mouse_rockets/name;Mickey Mouse
us_2_75_in_ffar_mighty_mouse_rockets/name/short;FFAR
weapons/us_2_75_in_ffar_mighty_mouse_rockets;Mighty Mouse
weapons/us_2_75_in_ffar_mighty_mouse_rockets/short;FFAR
flare/name;Cigarettes
flare/name/short;Cigarettes
flare_bullet_jet/name;Cigarettes
flare_bullet_jet/name/short;Cigarettes
flare_bullet_maw/name;Flares (countermeasure)
flare_bullet_maw/name/short;Flares
flare_bullet_pids/name;Cigarettes
flare_bullet_pids/name/short;Cigarettes
flare_bullet_jet_large_maw/name;Cigarettes
flare_bullet_jet_large_maw/name/short;Cigarettes
flare_bullet_bol/name;Cigarettes
flare_bullet_bol/name/short;Cigarettes
flare_bullet_add_pod/name;Cigarettes
flare_bullet_add_pod/name/short;Cigarettes
flare_bullet_large_add_pod/name;Cigarettes
flare_bullet_large_add_pod/name/short;Cigarettes
chaff_bullet_jet/name;Confetti (countermeasure)
chaff_bullet_jet/name/short;Confetti
chaff_bullet_pids/name;Confetti (countermeasure MAWS)
chaff_bullet_pids/name/short;Confetti(MAWS)
chaff_bullet_maw/name;Confetti (countermeasure MAWS)
chaff_bullet_maw/name/short;Confetti(MAWS)
chaff_bullet_large_maw/name;Confetti (countermeasure large caliber MAWS)
chaff_bullet_large_maw/name/short;Confetti L(MAWS)
chaff_bullet_bol/name;Confetti (countermeasure BOL)
chaff_bullet_bol/name/short;Confetti BOL
chaff_bullet_add_pod/name;Confetti (countermeasure Add)
chaff_bullet_add_pod/name/short;Confetti (Add)
chaff_bullet_large_add_pod/name;Confetti (countermeasure large caliber Add)
chaff_bullet_large_add_pod/name/short;Confetti L(Add)
128mm_sprgr;Sprgr. L/5
128mm_pzrg_39_43;PzGr
128mm_pzrg_40_43;PzGr 43
105mm_sprgr;Sprgr. L/4.4
105mm_pzrg_40;PzGr 40
105mm_pzrg;PzGr
105mm_pzrg_39;PzGr.Rot
105mm_fhgr;F.H.Gr.
105mm_grhl_39_a;Gr.39 rot Hl/A
105mm_grhl_39_b;Gr.39 rot Hl/B
105mm_grhl_39_c;Gr.39 rot Hl/C
88mm_sprgr_43;Sprgr.43
88mm_sprgr_flak_41;Sprgr. Flak 41
88mm_sprgr;Sprgr. L/4.5
88mm_pzrg_40;PzGr 40
88mm_pzrg_40_43;PzGr 40/43
88mm_pzrg_39;PzGr 39
88mm_pzrg_39_43;PzGr 39/43
88mm_grhl39;Hl.Gr 39
75mm_sprgr_42;Sprgr. 42
75mm_pzrg_40_42;PzGr 40/42
75mm_pzrg_39_42;PzGr 39/42
75mm_pzgr_40w;PzGr 40W
75mm_pzgr_40;PzGr 40
75mm_pzgr_39;PzGr 39
76mm_pzgr_39_rot;the rot
76mm_sprgr_39;Sprgr. 39
76mm_pzgr_40;PzGr 40
76mm_grhl_38_c;Hl.Gr 38C
75mm_grhl_38_c;Hl.Gr 38C
75mm_grhl_38_b;Hl.Gr 38B
75mm_sprgr_34;Sprgr. 34
75mm_pzgr_rot;K.Gr.rot Pz.
75mm_grhl_39;Hl.Gr 39
50mm_sprgr_38;Sprgr. 38
50mm_pzgr_40;PzGr 40
50mm_pzgr_40_1;PzGr 40/1
50mm_pzgr_39;PzGr 39
37mm_sprgr_18;Sprgr. 18
37mm_sprgr_umg;Gr. 34(t)
37mm_pzgr;PzGr
37mm_pzgr_t;Pzgr. 34(t)
37mm_pzgr_t_umg;Pzgr.(t) umg.
37mm_pzgr_40;PzGr 40
37mm_pzgr_40_37_t;PzGr. 40
30mm_MGr;M.Gr.
30mm_PzGr;Pz.Gr.
30mm_PzBrGr;Pz.Br.Gr.
30mm_PzGr_H;Pz.Gr. H
20mm_sprgr;Sprgr.
20mm_pzgr;PzGr
20mm_pzgr_40;PzGr 40
25mm_br_132;BR-132
25mm_ozr_132;OZR-132
25mm_br85;BR-132
25mm_ozr85;OZR-85
37mm_BT;BT
37mm_OFZ;OFZ
37mm_UBR_167P;BR-167P
37mm_UBR_167;BR-167
37mm_UOR_167;UO-167
85mm_o_365m;O-365M
85mm_o_365k;O-365K
85mm_br_367p;BR-367P
85mm_br_367;BR-367
85mm_br_365p;BR-365P
85mm_br_365k;BR-365K
85mm_br_365a;BR-365A
85mm_br_365;BR-365
76mm_sh_353;Sh-353
76mm_sh_354t;Sh-354T
76mm_of_350m;OF-350M
76mm_br_350sp;BR-350SP
76mm_br_354p;BR-354P
76mm_br_350b;What's angled armour?
76mm_br_350a;BR-350A (MD-5 fuze)
76mm_bp_350m;BP-350M
76mm_bp_350a;BP-353A
76mm_br_354n;BR-354N
76mm_bk_354m;BK-354M
76mm_br_354;53-BR-354
57mm_o_271;O-271
57mm_br_271sp;BR-271SP
57mm_br_271p;BR-271P
57mm_br_271m;BR-271M
57mm_br_271n;BR-271N
57mm_br_271k;BR-271К
57mm_br_271;BR-271
57mm_or_281u;OR-281U
57mm_br_281u;BR-281U
57mm_br_281sp;BR-281SP
57mm_br_281;BR-281
57mm_3ubr_22;3UBM22
57mm_3uo8;CUNNY SHELL UOH
57mm_m70;M70
57mm_m86;M86
45mm_sprgr;Sprgr
45mm_pzgr42;PzGr 42
45mm_pzgr40;PzGr 40
45mm_pzgr;PzGr
45mm_o_243;O-240
45mm_br_243sp;BR-240SP
45mm_br_243p;BR-240P
45mm_br_243;BR-240
152mm_of_540;OF-540
152mm_of_530;OF-530
152mm_br_540;BR-540
152mm_br_540b;BR-540B
152mm_bp_540;BP-540
152mm_pb_35;PB-35
152mm_g_530;G-530
152mm_pzgr;PzGr
152mm_sprgr;Sprgr
130mm_pb_46a;The cooler BR-471B
130mm_of_46;OF-46
122mm_bp_462;BP-460A
122mm_of_472;OF-472
122mm_of_462;OF-462
122mm_of_471;OF-471
122mm_br_472;BR-472
122mm_br_471b;BR-471B
122mm_br_471;BR-471
122mm_br_471d;BR-471D
122mm_zbk_10;3BK-10
122mm_zbk_9;3BK-9
122mm_zbm_11;3BM-11
122mm_zbm_7;3BM-7
100mm_of_412;OF-412
100mm_br_412b;BR-412B
100mm_br_412;BR-412
100mm_br_412d;BR-412D
100mm_br_412p;BR-412P
100mm_zbk_5;3BK-5
100mm_zbm8;3BM-8
40mm_MkII;Mk.II
40mm_M81A1;M81A1
40mm_l70_ap;40 mm AP-T
40mm_l70_he;40 mm HE-T
37mm_m74;M74 shot
37mm_m59a1;M59A1 shot
37mm_m54;M54 shell
37mm_m74b1;M74B1
37mm_m51b1b2;M51B1/B2
37mm_m51b1;M51B1
37mm_m63;M63 shell
75mm_m48;M48 shell
75mm_t45;T45 shot
75mm_m61;M61 shot
75mm_m72;M72 shot
76mm_m352;M352 shell
76mm_m496;M496 shell
76mm_m331a2;M331A2 shot
76mm_m319;M319 shot
76mm_m339;M339 shot
76mm_m93;M93 shot
76mm_m79;M79 shot
76mm_m62;M62 shell
76mm_m42a1;M42A1 shell
105mm_m1;M1 shell
105mm_m67;M67 shot
105mm_t29e3;T29E3
105mm_t30e1;T30E1
105mm_t32;T32
105mm_dm12;DM12
105mm_dm13;DM13
105mm_dm23;DM23
105mm_dm33;DM33
105mm_dm63;DM63
105mm_imi_m413;M413
105mm_imi_m426;M426
105mm_dm502;DM512
105mm_m392a2;M392A2
105mm_m393a2;M393A2
105mm_m456;M456
120mm_m469;M469 shell
120mm_m358;M358 shot
120mm_m356;M356 shell
90mm_m304;M304 shot
90mm_m318;M318 shot
90mm_m332a1;M332A1 shot
90mm_m332;M332 shot
90mm_m71;M71 shell
90mm_m77_da90_50;M77 da 90/50
90mm_m71_da90_50;M71 da 90/50
90mm_m82_da90_50;M82 da 90/50
90mm_m304_da90_50;M304 da 90/50
90mm_m332_da90_50;M332 da 90/50
90mm_t108_da90_50;T108 da 90/50
90mm_m313_da90_50;M313 da 90/50
90mm_m77;M77 shot
90mm_m82;M82 shot
90mm_t41;T41
90mm_m431;M431 shell
90mm_t108;T108 shell
90mm_m348;M348 shell
90mm_t33;T33 shot
90mm_m71a1;M71A1 shell
90mm_m318a1;M318A1 shot
90mm_ap_shot;AP Shot
90mm_he_shell;HE Shell
90mm_hvap_shot;HVAP Shot
90mm_t42;T42 shell
90mm_t43;T43 shot
90mm_t44;T44 shot
76mm_shot_mk6_ap;Shot Mk.6
76mm_shot_mk4_apc;Shot Mk.4
76mm_shot_mk8_apcbc;Cinder Block
76mm_shot_sv_mk1_apds;Shard of Glass
76mm_shell_mk1_he;Shell Mk.1
napalm;Incendiary mixture
weapons/cannonBK75;75 mm BK 7.5 cannon
40mm_shot_mk1_aphv;Shot Mk.1 APHV/T
40mm_shot_mk1_apcbct;Shot Mk.IXB APCBC/T
40mm_shot_mk1_apt;Shot Mk.1 AP/T
40mm_shell_mk1_apt;Shell Mk.1 AP/T
40mm_shell_mk2;Shell Mk.2
weapons/gunType2_turret;13 mm Type 2 machine gun
weapons/gunType1_turret;7.92 mm Type 1 machine gun
weapons/de_f5w_torpedo;F5W torpedo
weapons/de_450_torpedo_f5b;F5b torpedo
weapons/de_450_torpedo_f5b/short;F5b
weapons/us_m8bazooka;M8 rocket
weapons/cannonMolinsClassM;57 mm Molins Class M cannon
weapons/de_rz65_rocket;RZ.65 rockets
weapons/de_r4m_orkan_rocket;R4PE rockets
weapons/cannonM4_75mm;75 mm M-4 cannon
weapons/cannonMk214a;50 mm Mk.214a cannon
weapons/110mm_M8_rocket_launcher;114 mm M8 rocket
weapons/158mm_NB_Wf_41_rocket_launcher;150 mm Wgr.41 Spr rocket
weapons/82mm_M8_rocket_launcher;82 mm M-8 rocket
weapons/82mm_m8_launcher_user_cannon;82 mm M-8 rocket
weapons/cannonM5;75 mm T13E1 cannon
weapons/cannonT13E1;75 mm T13E1 cannon
bulletAction/armor;Armor-piercing effect
bulletAction/damage;Damaging effect
weapons/cannonPTB23;23 mm PTB-23 cannon
weapons/uk_250lbs_late;G.P. 250 lb Mk.IV bomb
weapons/uk_500lbs_43;G.P. 500 lb Mk.IV bomb
weapons/uk_250lbs_mc_mk1_mk2_bomb;M.C. 250 lb Mk.I bomb
weapons/uk_250lbs_mc_mk1_mk2_bomb/short;250 lb
weapons/uk_250lbs_mc_mk1_mk2_bomb_default;M.C. 250 lb Mk.I bomb
weapons/uk_250lbs_mc_mk1_mk2_bomb_default/short;M.C. 250 lb
weapons/uk_500lb_mc_mk1_mk4_long_tail_bomb;M.C. 500 lb Mk.I bomb
weapons/uk_500lb_mc_mk1_mk4_long_tail_bomb/short;500 lb
weapons/uk_1000lbs_mc_mk1_mk2_bomb;M.C. 1000 lb Mk.I bomb
weapons/uk_1000lbs_mc_mk1_mk2_bomb/short;1000 lb
weapons/cannonADEN;30 mm ADEN cannon
weapons/cannonADEN_mk4;30 mm ADEN Mk.4 cannon
weapons/cannonADEN_mk4/short;ADEN Mk.4
weapons/cannonADEN_25;25 mm ADEN 25 cannon
weapons/cannonADEN_25/short;ADEN 25
weapons/cannon_mauser_bk_27;Sparker BurgerKing 27mm
weapons/cannon_mauser_bk_27/short;Sparker BurgerKing 27mm
modification/ctrc_mk3;CTRC mk.3
modification/ctrc_mk3/desc;Allows installation of HVAR unguided rockets.
modification/der-19p;Der-19P
modification/der-19p/desc;Allows installation of up to 500 kg of bombs.
modification/der-20p;Der-20P
modification/der-20p/desc;Allows installation of 1000 kg bombs.
modification/der-20u;Der-20U
modification/der-20u/desc;Allows installation of 5000 kg bombs.
modification/der-13p;Der-13P
modification/der-13p/desc;Allows installation of 250 kg bombs.
explosiveType/ph_salz_h10;PH-Salz and H.10
explosiveType/oshiyaku;Oshiyaku
explosiveType/rdx_tnt;RDX/TNT
explosiveType/octol_tnt;Octol/TNT
explosiveType/explosive_d;Explosive D
explosiveType/sw_39a;SW39a
explosiveType/tp_97;Type 97
explosiveType/tp_91;Type 91
explosiveType/tp_88;Type 88
explosiveType/picric_acid_tnt;Picric acid/TNT 34/66
explosiveType/picric_acid;Picric acid
explosiveType/shellite;Shellite
explosiveType/dd;DD
explosiveType/mmn;MMn
explosiveType/rdx;RDX
explosiveType/rdx_aluminium;RDX/Aluminium
explosiveType/h761;H 761
explosiveType/ha_41;HA 41
explosiveType/tga_16;TGA-16
explosiveType/tgaf_5;TGAF-5
explosiveType/tgag_5;TGAG-5
explosiveType/tgaf_5m;TGAF-5M
explosiveType/smoke_composition;Smoke composition
explosiveType/rdx_pwx;RDX/PWX
explosiveType/tna;TNA
explosiveType/tetryl_bpp;Tetryl and B.P.P.
explosiveType/h5_fp02;H.5 and Fp.02
explosiveType/tnt_a_ix_2;TNT and A-IX-2
explosiveType/jh_2;JH-2
explosiveType/jhl_2;JHL-2
explosiveType/fp10_np10;Fp.10 and Np.10
explosiveType/lyddit;Lyddite
explosiveType/shimose;Shimose
explosiveType/torpex;Torpex
explosiveType/trialen_105;Trialen 105
explosiveType/trialen_106;Trialen 106
explosiveType/hbx;HBX
explosiveType/hta;HTA
explosiveType/hta_petn;HTA/PETN
explosiveType/rdx_petn;RDX/PETN
explosiveType/napalm;Napalm-B
explosiveType/napalm_gel;Napalm
explosiveType/sks;CKC
explosiveType/fp_02;FP 02
explosiveType/octogel;Oktogel
explosiveType/aerea_64057;Aerea 64057
explosiveType/pentolite;Pentolite
explosiveType/detonite;Detonite
explosiveType/comp_b;Composition B
explosiveType/comp_b_mod;Comp.B, mod.
explosiveType/amatol_tnt;Amatol and TNT
explosiveType/amatol;Amatol
explosiveType/exp_d_tetryl;Exp.D and tetryl
explosiveType/exp_d;Exp. D
explosiveType/fp60_40;Fp.60/40
explosiveType/fp02;Fp.02
explosiveType/fp02_tetraxhlornaphtalin;Fp.02 and naphthalene tetrachloride
explosiveType/tnt;TNT
explosiveType/tetryl;Tetryl
explosiveType/tritonal;Tritonal
explosiveType/pbxn_110;PBXN-110
explosiveType/pbxn_109;PBXN-109
explosiveType/pbxn_102;PBXN-102
explosiveType/pbxn_5;PBXN-5
explosiveType/pbxn_4;PBXN-4
explosiveType/pbxn_3;PBXN-3
explosiveType/liEx_S13df;Liquid explosives
explosiveType/ph_salz;EDNA
explosiveType/hexal;Hexal
explosiveType/a_ix_2;A-IX-2
explosiveType/mc;MC
explosiveType/a_ix_1;A-IX-1
explosiveType/h10;H.10
explosiveType/h5;H.5
explosiveType/comp_h6;Comp. H6
explosiveType/comp_a4w;Comp. A-4W
explosiveType/s_r_379;Comp. S.R. 379
explosiveType/np_10;Np.10
